path,set,subclass,projection,study_uid,primary_label,admitted,admission_reason_code,modality_score
ml\outputs\calibration\sets\frontal\2229_IM-0831-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2229.0,Support Devices,True,,0.9998523889268826
ml\outputs\calibration\sets\frontal\894_IM-2404-0001-0001.dcm.png,positive,chest_radiograph_frontal,Frontal,894.0,Normal,True,,0.9934167385015367
ml\outputs\calibration\sets\frontal\1462_IM-0299-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,1462.0,Normal,True,,0.9999762218691167
ml\outputs\calibration\sets\frontal\2693_IM-1165-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2693.0,Other Abnormality,True,,0.9996036952629794
ml\outputs\calibration\sets\frontal\3808_IM-1918-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3808.0,Calcinosis/Atherosclerosis,True,,0.9999960986163011
ml\outputs\calibration\sets\frontal\2032_IM-0677-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2032.0,Normal,True,,0.9999994643715067
ml\outputs\calibration\sets\frontal\2652_IM-1136-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2652.0,Calcinosis/Atherosclerosis,True,,0.9999604909197499
ml\outputs\calibration\sets\frontal\2125_IM-0749-2001.dcm.png,positive,chest_radiograph_frontal,Frontal,2125.0,Lung Opacity,True,,0.8769926276789622
ml\outputs\calibration\sets\frontal\1648_IM-0425-0001-0001.dcm.png,positive,chest_radiograph_frontal,Frontal,1648.0,Other Abnormality,True,,0.9999888713788334
ml\outputs\calibration\sets\frontal\3795_IM-1909-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3795.0,Degenerative/Bone,True,,0.9997029870313529
ml\outputs\calibration\sets\frontal\2444_IM-0980-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2444.0,Other Abnormality,True,,0.999996788876383
ml\outputs\calibration\sets\frontal\2354_IM-0918-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2354.0,Normal,True,,0.9999582292633913
ml\outputs\calibration\sets\frontal\3940_IM-2011-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3940.0,Scarring,True,,0.9998947675391934
ml\outputs\calibration\sets\frontal\2352_IM-0918-1002.dcm.png,positive,chest_radiograph_frontal,Frontal,2352.0,Emphysema/COPD,True,,0.9999951664743241
ml\outputs\calibration\sets\frontal\536_IM-2143-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,536.0,Normal,True,,0.9999204922372531
ml\outputs\calibration\sets\frontal\2065_IM-0701-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2065.0,Granuloma,True,,0.999955228156307
ml\outputs\calibration\sets\frontal\538_IM-2144-4004.dcm.png,positive,chest_radiograph_frontal,Frontal,538.0,Normal,True,,0.9999924531767835
ml\outputs\calibration\sets\frontal\1933_IM-0604-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,1933.0,Other Abnormality,True,,0.9995933838493107
ml\outputs\calibration\sets\frontal\135_IM-0227-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,135.0,Normal,True,,0.9999931522503067
ml\outputs\calibration\sets\frontal\2190_IM-0800-3001.dcm.png,positive,chest_radiograph_frontal,Frontal,2190.0,Support Devices,True,,0.999985864641597
ml\outputs\calibration\sets\frontal\2709_IM-1175-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2709.0,Lung Opacity,True,,0.9999956192978292
ml\outputs\calibration\sets\frontal\2483_IM-1012-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2483.0,Support Devices,True,,0.9998245419381278
ml\outputs\calibration\sets\frontal\3360_IM-1613-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3360.0,Scarring,True,,0.9999813283661527
ml\outputs\calibration\sets\frontal\2934_IM-1337-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2934.0,Emphysema/COPD,True,,0.9999977388069325
ml\outputs\calibration\sets\frontal\3752_IM-1876-6001.dcm.png,positive,chest_radiograph_frontal,Frontal,3752.0,Cardiomegaly,True,,0.9995645320329213
ml\outputs\calibration\sets\frontal\1560_IM-0366-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,1560.0,Normal,True,,0.9999721444201198
ml\outputs\calibration\sets\frontal\3626_IM-1794-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3626.0,Pleural Effusion,True,,0.999997464837024
ml\outputs\calibration\sets\frontal\2206_IM-0815-2001.dcm.png,positive,chest_radiograph_frontal,Frontal,2206.0,Atelectasis,True,,0.9999812609571209
ml\outputs\calibration\sets\frontal\3491_IM-1698-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3491.0,Calcinosis/Atherosclerosis,True,,0.999993243138279
ml\outputs\calibration\sets\frontal\3014_IM-1392-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3014.0,Atelectasis,True,,0.9999730379368044
ml\outputs\calibration\sets\frontal\2072_IM-0706-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2072.0,Granuloma,True,,0.9999151366865503
ml\outputs\calibration\sets\frontal\3905_IM-1984-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3905.0,Cardiomegaly,True,,0.9999973543131798
ml\outputs\calibration\sets\frontal\2507_IM-1030-3001.dcm.png,positive,chest_radiograph_frontal,Frontal,2507.0,Scarring,True,,0.9999981235802191
ml\outputs\calibration\sets\frontal\3208_IM-1515-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3208.0,Normal,True,,0.9999583469787722
ml\outputs\calibration\sets\frontal\3882_IM-1970-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3882.0,Hernia/Diaphragm,True,,0.9988534736045623
ml\outputs\calibration\sets\frontal\1813_IM-0526-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,1813.0,Normal,True,,0.9999228191299684
ml\outputs\calibration\sets\frontal\3141_IM-1477-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3141.0,Normal,True,,0.9997681173805112
ml\outputs\calibration\sets\frontal\3999_IM-2049-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3999.0,Normal,True,,0.9999212353183667
ml\outputs\calibration\sets\frontal\16_IM-0389-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,16.0,Normal,True,,0.9981578715510695
ml\outputs\calibration\sets\frontal\3412_IM-1650-1001-0001.dcm.png,positive,chest_radiograph_frontal,Frontal,3412.0,Other Abnormality,True,,0.999998908070734
ml\outputs\calibration\sets\frontal\2798_IM-1230-3001.dcm.png,positive,chest_radiograph_frontal,Frontal,2798.0,Degenerative/Bone,True,,0.9999972378785075
ml\outputs\calibration\sets\frontal\3572_IM-1755-84853001.dcm.png,positive,chest_radiograph_frontal,Frontal,3572.0,Other Abnormality,True,,0.999987737856087
ml\outputs\calibration\sets\frontal\3545_IM-1737-2002.dcm.png,positive,chest_radiograph_frontal,Frontal,3545.0,Calcinosis/Atherosclerosis,True,,0.9999365973148028
ml\outputs\calibration\sets\frontal\3190_IM-1505-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3190.0,Atelectasis,True,,0.9999998422919973
ml\outputs\calibration\sets\frontal\3435_IM-1662-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3435.0,Cardiomegaly,True,,0.999991313184444
ml\outputs\calibration\sets\frontal\2760_IM-1207-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2760.0,Scarring,True,,0.9993467428345031
ml\outputs\calibration\sets\frontal\3481_IM-1692-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3481.0,Other Abnormality,True,,0.9999903830688355
ml\outputs\calibration\sets\frontal\1712_IM-0470-3001.dcm.png,positive,chest_radiograph_frontal,Frontal,1712.0,Other Abnormality,True,,0.99998246391368
ml\outputs\calibration\sets\frontal\1876_IM-0567-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,1876.0,Emphysema/COPD,True,,0.9999925273562901
ml\outputs\calibration\sets\frontal\3149_IM-1480-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3149.0,Other Abnormality,True,,0.9999992318790885
ml\outputs\calibration\sets\frontal\2373_IM-0934-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2373.0,Emphysema/COPD,True,,0.9999944242204265
ml\outputs\calibration\sets\frontal\3725_IM-1861-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3725.0,Granuloma,True,,0.999998220665057
ml\outputs\calibration\sets\frontal\2436_IM-0976-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2436.0,Normal,True,,0.9999714711151799
ml\outputs\calibration\sets\frontal\1828_IM-0536-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,1828.0,Normal,True,,0.9988914055645541
ml\outputs\calibration\sets\frontal\3091_IM-1445-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3091.0,Cardiomegaly,True,,0.999920753098039
ml\outputs\calibration\sets\frontal\3818_IM-1925-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3818.0,Normal,True,,0.999902110053112
ml\outputs\calibration\sets\frontal\2144_IM-0765-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2144.0,Calcinosis/Atherosclerosis,True,,0.99880735904688
ml\outputs\calibration\sets\frontal\2254_IM-0846-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2254.0,Support Devices,True,,0.9998977825193183
ml\outputs\calibration\sets\frontal\2880_IM-1284-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2880.0,Normal,True,,0.9999728396872433
ml\outputs\calibration\sets\frontal\2236_IM-0833-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2236.0,Normal,True,,0.9999324245779044
ml\outputs\calibration\sets\frontal\3514_IM-1715-2001.dcm.png,positive,chest_radiograph_frontal,Frontal,3514.0,Lung Opacity,True,,0.9999281260971349
ml\outputs\calibration\sets\frontal\3202_IM-1513-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3202.0,Degenerative/Bone,True,,0.9999906389788985
ml\outputs\calibration\sets\frontal\3980_IM-2039-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3980.0,Hernia/Diaphragm,True,,0.9993913718184354
ml\outputs\calibration\sets\frontal\3078_IM-1438-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3078.0,Pneumonia,True,,0.9999966924708438
ml\outputs\calibration\sets\frontal\2070_IM-0704-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2070.0,Other Abnormality,True,,0.9998615145835644
ml\outputs\calibration\sets\frontal\2034_IM-0679-2001.dcm.png,positive,chest_radiograph_frontal,Frontal,2034.0,Emphysema/COPD,True,,0.9999982075644941
ml\outputs\calibration\sets\frontal\3869_IM-1962-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3869.0,Cardiomegaly,True,,0.9998545404656229
ml\outputs\calibration\sets\frontal\3758_IM-1882-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3758.0,Support Devices,True,,0.9999976592582535
ml\outputs\calibration\sets\frontal\2264_IM-0854-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2264.0,Other Abnormality,True,,0.9998601514746557
ml\outputs\calibration\sets\frontal\941_IM-2438-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,941.0,Normal,True,,0.9999984059712138
ml\outputs\calibration\sets\frontal\2927_IM-1329-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2927.0,Calcinosis/Atherosclerosis,True,,0.9999948342494149
ml\outputs\calibration\sets\frontal\470_IM-2099-3001.dcm.png,positive,chest_radiograph_frontal,Frontal,470.0,Normal,True,,0.9998526570247243
ml\outputs\calibration\sets\frontal\2283_IM-0870-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2283.0,Other Abnormality,True,,0.99996123680737
ml\outputs\calibration\sets\frontal\1706_IM-0466-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,1706.0,Other Abnormality,True,,0.9995311090858789
ml\outputs\calibration\sets\frontal\1046_IM-0036-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,1046.0,Normal,True,,0.9994769709660918
ml\outputs\calibration\sets\frontal\2441_IM-0978-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2441.0,Degenerative/Bone,True,,0.9999777526935385
ml\outputs\calibration\sets\frontal\1969_IM-0630-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,1969.0,Normal,True,,0.9997688867685682
ml\outputs\calibration\sets\frontal\241_IM-0955-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,241.0,Normal,True,,0.9999868740479381
ml\outputs\calibration\sets\frontal\602_IM-2192-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,602.0,Normal,True,,0.9999587635088593
ml\outputs\calibration\sets\frontal\2601_IM-1092-4001.dcm.png,positive,chest_radiograph_frontal,Frontal,2601.0,Normal,True,,0.9999941776013018
ml\outputs\calibration\sets\frontal\363_IM-1798-4004.dcm.png,positive,chest_radiograph_frontal,Frontal,363.0,Normal,True,,0.9999985957863161
ml\outputs\calibration\sets\frontal\3534_IM-1727-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3534.0,Other Abnormality,True,,0.9999920584640904
ml\outputs\calibration\sets\frontal\3216_IM-1520-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3216.0,Normal,True,,0.9999961292284523
ml\outputs\calibration\sets\frontal\2012_IM-0662-3001.dcm.png,positive,chest_radiograph_frontal,Frontal,2012.0,Normal,True,,0.9991857283971456
ml\outputs\calibration\sets\frontal\3927_IM-2000-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3927.0,Support Devices,True,,0.9996664992697263
ml\outputs\calibration\sets\frontal\3462_IM-1683-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3462.0,Support Devices,True,,0.9999952550906707
ml\outputs\calibration\sets\frontal\3303_IM-1580-3001.dcm.png,positive,chest_radiograph_frontal,Frontal,3303.0,Lung Opacity,True,,0.9999991490049062
ml\outputs\calibration\sets\frontal\3862_IM-1956-2001.dcm.png,positive,chest_radiograph_frontal,Frontal,3862.0,Other Abnormality,True,,0.9999279120864781
ml\outputs\calibration\sets\frontal\3630_IM-1798-4004.dcm.png,positive,chest_radiograph_frontal,Frontal,3630.0,Calcinosis/Atherosclerosis,True,,0.999758544806658
ml\outputs\calibration\sets\frontal\3668_IM-1825-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3668.0,Lung Opacity,True,,0.9999998947203936
ml\outputs\calibration\sets\frontal\2646_IM-1131-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2646.0,Degenerative/Bone,True,,0.9999966044677209
ml\outputs\calibration\sets\frontal\3469_IM-1685-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3469.0,Scarring,True,,0.9999976618385029
ml\outputs\calibration\sets\frontal\3789_IM-1902-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3789.0,Cardiomegaly,True,,0.9996304863005495
ml\outputs\calibration\sets\frontal\3383_IM-1630-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3383.0,Granuloma,True,,0.9997937402429126
ml\outputs\calibration\sets\frontal\3672_IM-1828-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3672.0,Edema/Congestion,True,,0.9999797653582473
ml\outputs\calibration\sets\frontal\502_IM-2120-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,502.0,Normal,True,,0.9999359105797057
ml\outputs\calibration\sets\frontal\3727_IM-1863-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3727.0,Support Devices,True,,0.9996767877929241
ml\outputs\calibration\sets\frontal\799_IM-2333-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,799.0,Normal,True,,0.9981286253728716
ml\outputs\calibration\sets\frontal\3096_IM-1448-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3096.0,Nodule/Mass,True,,0.999999838344689
ml\outputs\calibration\sets\frontal\2589_IM-1083-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2589.0,Cardiomegaly,True,,0.9999915680135961
ml\outputs\calibration\sets\frontal\3241_IM-1534-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3241.0,Atelectasis,True,,0.9999967024514039
ml\outputs\calibration\sets\frontal\2028_IM-0673-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2028.0,Normal,True,,0.999995591227776
ml\outputs\calibration\sets\frontal\3908_IM-1985-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3908.0,Degenerative/Bone,True,,0.9999892611573058
ml\outputs\calibration\sets\frontal\2171_IM-0786-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2171.0,Granuloma,True,,0.9999952934054434
ml\outputs\calibration\sets\frontal\1551_IM-0359-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,1551.0,Normal,True,,0.9999881877471374
ml\outputs\calibration\sets\frontal\2704_IM-1171-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2704.0,Scarring,True,,0.9964938686993129
ml\outputs\calibration\sets\frontal\3240_IM-1534-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3240.0,Emphysema/COPD,True,,0.9999135580178157
ml\outputs\calibration\sets\frontal\965_IM-2455-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,965.0,Normal,True,,0.9999902412693228
ml\outputs\calibration\sets\frontal\2351_IM-0917-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2351.0,Calcinosis/Atherosclerosis,True,,0.9999942343182607
ml\outputs\calibration\sets\frontal\2826_IM-1246-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2826.0,Fibrosis/Interstitial,True,,0.999993403469654
ml\outputs\calibration\sets\frontal\2681_IM-1154-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2681.0,Support Devices,True,,0.9999972455509629
ml\outputs\calibration\sets\frontal\3992_IM-2044-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3992.0,Edema/Congestion,True,,0.999975026949384
ml\outputs\calibration\sets\frontal\2179_IM-0791-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2179.0,Other Abnormality,True,,0.9998975242616164
ml\outputs\calibration\sets\frontal\2209_IM-0816-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2209.0,Emphysema/COPD,True,,0.9999915776477095
ml\outputs\calibration\sets\frontal\1896_IM-0581-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,1896.0,Normal,True,,0.9999972286801847
ml\outputs\calibration\sets\frontal\2172_IM-0786-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2172.0,Nodule/Mass,True,,0.9999990312014775
ml\outputs\calibration\sets\frontal\2716_IM-1181-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2716.0,Pleural Effusion,True,,0.9996111587496789
ml\outputs\calibration\sets\frontal\2752_IM-1202-0001-0001.dcm.png,positive,chest_radiograph_frontal,Frontal,2752.0,Edema/Congestion,True,,0.9989393616553315
ml\outputs\calibration\sets\frontal\3455_IM-1677-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3455.0,Edema/Congestion,True,,0.999948125549553
ml\outputs\calibration\sets\frontal\1218_IM-0146-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,1218.0,Normal,True,,0.9999877670909627
ml\outputs\calibration\sets\frontal\3256_IM-1543-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3256.0,Pleural Effusion,True,,0.9987503555475707
ml\outputs\calibration\sets\frontal\3001_IM-1387-3001.dcm.png,positive,chest_radiograph_frontal,Frontal,3001.0,Other Abnormality,True,,0.9999965250816211
ml\outputs\calibration\sets\frontal\3516_IM-1715-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,3516.0,Other Abnormality,True,,0.9999899411763561
ml\outputs\calibration\sets\frontal\2852_IM-1261-3001.dcm.png,positive,chest_radiograph_frontal,Frontal,2852.0,Normal,True,,0.999901798955769
ml\outputs\calibration\sets\frontal\2982_IM-1371-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2982.0,Scarring,True,,0.9995932889352335
ml\outputs\calibration\sets\frontal\2946_IM-1346-1001.dcm.png,positive,chest_radiograph_frontal,Frontal,2946.0,Other Abnormality,True,,0.9999056138916935
ml\outputs\calibration\sets\lateral\2553_IM-1059-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2553.0,Granuloma,True,,0.9999632211366125
ml\outputs\calibration\sets\lateral\2066_IM-0701-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2066.0,Atelectasis,True,,0.9994754182869104
ml\outputs\calibration\sets\lateral\2186_IM-0796-3003.dcm.png,positive,chest_radiograph_lateral,Lateral,2186.0,Other Abnormality,True,,0.9999146029144503
ml\outputs\calibration\sets\lateral\326_IM-1546-12012.dcm.png,positive,chest_radiograph_lateral,Lateral,326.0,Normal,True,,0.9999784828707464
ml\outputs\calibration\sets\lateral\2479_IM-1007-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2479.0,Support Devices,True,,0.04727872180685744
ml\outputs\calibration\sets\lateral\1706_IM-0466-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,1706.0,Other Abnormality,True,,0.9997287471193901
ml\outputs\calibration\sets\lateral\2628_IM-1115-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2628.0,Scarring,True,,0.9996427979014082
ml\outputs\calibration\sets\lateral\1587_IM-0381-1003002.dcm.png,positive,chest_radiograph_lateral,Lateral,1587.0,Normal,True,,0.9972796928619714
ml\outputs\calibration\sets\lateral\2688_IM-1159-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2688.0,Cardiomegaly,True,,0.48991699021551993
ml\outputs\calibration\sets\lateral\2927_IM-1329-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2927.0,Calcinosis/Atherosclerosis,True,,0.9999675096606939
ml\outputs\calibration\sets\lateral\2283_IM-0870-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2283.0,Other Abnormality,True,,0.9977061199441969
ml\outputs\calibration\sets\lateral\2086_IM-0717-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2086.0,Normal,True,,0.9999694053305791
ml\outputs\calibration\sets\lateral\3327_IM-1593-1001.dcm.png,positive,chest_radiograph_lateral,Lateral,3327.0,Calcinosis/Atherosclerosis,True,,0.9208972568270384
ml\outputs\calibration\sets\lateral\3594_IM-1772-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,3594.0,Normal,True,,0.9996391805317423
ml\outputs\calibration\sets\lateral\3773_IM-1891-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3773.0,Normal,True,,0.9994264368532422
ml\outputs\calibration\sets\lateral\1330_IM-0213-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1330.0,Normal,True,,0.9999546587839873
ml\outputs\calibration\sets\lateral\1676_IM-0445-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,1676.0,Emphysema/COPD,True,,0.999673789564668
ml\outputs\calibration\sets\lateral\3614_IM-1787-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3614.0,Edema/Congestion,True,,0.8375479918642551
ml\outputs\calibration\sets\lateral\3825_IM-1931-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3825.0,Support Devices,True,,0.9999211618032711
ml\outputs\calibration\sets\lateral\2810_IM-1238-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2810.0,Other Abnormality,True,,0.9999689068073102
ml\outputs\calibration\sets\lateral\1618_IM-0399-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,1618.0,Normal,True,,0.9999948362815801
ml\outputs\calibration\sets\lateral\3256_IM-1543-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3256.0,Pleural Effusion,True,,0.9965400116716093
ml\outputs\calibration\sets\lateral\2335_IM-0902-1001.dcm.png,positive,chest_radiograph_lateral,Lateral,2335.0,Degenerative/Bone,True,,0.9998555719735354
ml\outputs\calibration\sets\lateral\3177_IM-1497-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3177.0,Emphysema/COPD,True,,0.9976568151483785
ml\outputs\calibration\sets\lateral\1545_IM-0355-3003.dcm.png,positive,chest_radiograph_lateral,Lateral,1545.0,Normal,True,,0.9999772986680557
ml\outputs\calibration\sets\lateral\2579_IM-1078-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2579.0,Normal,True,,0.9997903438361337
ml\outputs\calibration\sets\lateral\696_IM-2261-1001-0001.dcm.png,positive,chest_radiograph_lateral,Lateral,696.0,Normal,True,,0.9813783693388904
ml\outputs\calibration\sets\lateral\3518_IM-1717-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3518.0,Degenerative/Bone,True,,0.9999898748051212
ml\outputs\calibration\sets\lateral\3815_IM-1924-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3815.0,Lung Opacity,True,,0.9999688460371261
ml\outputs\calibration\sets\lateral\2436_IM-0976-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2436.0,Normal,True,,0.9946769159131692
ml\outputs\calibration\sets\lateral\1709_IM-0467-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1709.0,Lung Opacity,True,,0.9999288439577068
ml\outputs\calibration\sets\lateral\3149_IM-1480-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3149.0,Other Abnormality,True,,0.9999895556327877
ml\outputs\calibration\sets\lateral\2496_IM-1022-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2496.0,Cardiomegaly,True,,0.9484535570693082
ml\outputs\calibration\sets\lateral\536_IM-2143-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,536.0,Normal,True,,0.9997792927428126
ml\outputs\calibration\sets\lateral\3118_IM-1466-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3118.0,Granuloma,True,,0.9999610762134657
ml\outputs\calibration\sets\lateral\3000_IM-1386-0001-0002.dcm.png,positive,chest_radiograph_lateral,Lateral,3000.0,Nodule/Mass,True,,0.9999339963436417
ml\outputs\calibration\sets\lateral\3269_IM-1552-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,3269.0,Normal,True,,0.9998726601573407
ml\outputs\calibration\sets\lateral\2671_IM-1148-1001-0001.dcm.png,positive,chest_radiograph_lateral,Lateral,2671.0,Other Abnormality,True,,0.9966781812095135
ml\outputs\calibration\sets\lateral\2989_IM-1376-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,2989.0,Support Devices,True,,0.9997312882830441
ml\outputs\calibration\sets\lateral\3082_IM-1441-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3082.0,Edema/Congestion,True,,0.9990079359205948
ml\outputs\calibration\sets\lateral\2531_IM-1045-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2531.0,Granuloma,True,,0.9957165249083029
ml\outputs\calibration\sets\lateral\2538_IM-1050-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,2538.0,Normal,True,,0.9998025002591386
ml\outputs\calibration\sets\lateral\3423_IM-1656-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3423.0,Other Abnormality,True,,0.9993445370499799
ml\outputs\calibration\sets\lateral\1851_IM-0553-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1851.0,Normal,True,,0.9999235586122234
ml\outputs\calibration\sets\lateral\3987_IM-2041-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3987.0,Degenerative/Bone,True,,0.9995241443991428
ml\outputs\calibration\sets\lateral\881_IM-2396-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,881.0,Normal,True,,0.999968034435728
ml\outputs\calibration\sets\lateral\1356_IM-0231-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1356.0,Normal,True,,0.9999496999839266
ml\outputs\calibration\sets\lateral\1756_IM-0494-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1756.0,Normal,True,,0.9997600816645804
